Vocabulary size:88773
चित्:132 605
गुर्:132 606
दुश्:132 607
रख:132 608
घ:132 609
खिंच:132 610
सप्त:132 611
२०:132 612
आम:132 613
अग्र:132 614
मंगल:132 615
सुखा:132 616
बुझा:132 617
जुटा:132 618
बिठा:132 619
सीता:132 620
सिया:132 621
तारा:132 622
क्ला:132 623
कहला:132 624
दिवा:132 625
भाषा:132 626
लड़ा:132 627
पढ़ा:132 628
नीति:132 629
मालि:132 630
मंत्री:126 631
साँ:126 632
मुस्कु:126 633
मृत्यु:126 634
पें:126 635
में:126 636
असं:126 637
चां:126 638
जां:126 639
भां:126 640
घू:126 641
झू:126 642
आइ:126 643
हाई:126 644
तत्:126 645
लम्:126 646
गर्:126 647
इस्:126 648
मस्:126 649
सुख:126 650
देख:126 651
अंग:126 652
लग:126 653
जाग:126 654
लड:126 655
नारायण:126 656
सत:126 657
वेद:126 658
जिन:126 659
भविष्य:126 660
जाय:126 661
पाय:126 662
गुर:126 663
अर:126 664
क्षेत्र:126 665
गर:126 666
चर:126 667
अमर:126 668
एयर:126 669
संस्कार:126 670
परिवार:126 671
रेल:126 672
पाल:126 673
छत्तीस:126 674
दुह:126 675
मेह:126 676
ग्यारह:126 677
हिचकिचा:126 678
प्रेरणा:126 679
प्रतिभा:126 680
टिमटिमा:126 681
गुर्रा:126 682
कुलबुला:126 683
ज्वाला:126 684
विश्वा:126 685
घि:126 686
पंक्ति:126 687
आदि:126 688
मंत्रि:126 689
गी:120 690
पूंजी:120 691
मल्टी:120 692
ती:120 693
गांधी:120 694
स्वयं:120 695
न्यू:120 696
गुरू:120 697
मातृ:120 698
तै:120 699
दिग्:120 700
विद्:120 701
मिर्:120 702
विस्:120 703
तर्क:120 704
त्याग:120 705
दीर्घ:120 706
उच्च:120 707
प्लेट:120 708
कर्ण:120 709
संगीत:120 710
हस्त:120 711
तीर्थ:120 712
युद्ध:120 713
निम्न:120 714
पद्म:120 715
भाग्य:120 716
विजय:120 717
चल:120 718
निकाल:120 719
व्यव:120 720
उस:120 721
विकास:120 722
पुलिस:120 723
कुम्ह:120 724
तोड़:120 725
पकड़:120 726
चुका:120 727
झुका:120 728
पंचा:120 729
बिछा:120 730
राजा:120 731
सुलझा:120 732
लौटा:120 733
बैठा:120 734
पछता:120 735
योजना:120 736
दुर्घटना:120 737
छुपा:120 738
घुमा:120 739
छाया:120 740
चुरा:120 741
विरा:120 742
भुला:120 743
सिखला:120 744
शिला:120 745
महिला:120 746
दीवा:120 747
लिखवा:120 748
भिजवा:120 749
दर्शा:120 750
सम्हा:120 751
भूमि:120 752
लघु:117 753
सौं:117 754
सहे:117 755
अक्:117 756
नन्:117 757
अश्:117 758
रस्:117 759
सिख:117 760
गुज:117 761
छोड:117 762
खुद:117 763
साय:117 764
फिर:117 765
गृह:117 766
देह:117 767
बड़:117 768
बढ़:117 769
अदा:117 770
दया:117 771
शरा:117 772
आवा:117 773
कवि:117 774
जू:114 775
लू:114 776
नै:114 777
शो:114 778
दौ:114 779
मत:114 780
सद:114 781
फल:114 782
रस:114 783
झा:114 784
काँ:108 785
माँ:108 786
वास्तु:108 787
हिन्दु:108 788
पशु:108 789
गूं:108 790
सैं:108 791
झों:108 792
एं:108 793
आकाशगं:108 794
डां:108 795
बिं:108 796
अंग्रे:108 797
यो:108 798
प्रत्यारो:108 799
पिरो:108 800
सम्‍:108 801
मुक्:108 802
उर्:108 803
रिपोर्:108 804
चर्:108 805
जर्:108 806
पार्:108 807
कुल्:108 808
उल्:108 809
हल्:108 810
आस्:108 811
मिस्:108 812
मांग:108 813
बाग:108 814
भाग:108 815
पांच:108 816
ब्रज:108 817
फट:108 818
बैठ:108 819
जुड:108 820
पकड:108 821
गण:108 822
उत:108 823
भक्त:108 824
अन्त:108 825
अंध:108 826
बंध:108 827
अर्द्ध:108 828
प्रधान:108 829
अनुप:108 830
कल्प:108 831
संकल्प:108 832
चिप:108 833
श्रम:108 834
आराम:108 835
हिम:108 836
दुर्भाग्य:108 837
हृदय:108 838
चरित्र:108 839
महाप्र:108 840
अंडर:108 841
उतर:108 842
सुन्दर:108 843
नर:108 844
खुल:108 845
गोल:108 846
एक्स:108 847
बारह:108 848
लह:108 849
जुड़:108 850
हड़:108 851
पुका:108 852
उगा:108 853
दुर्गा:108 854
जगा:108 855
विज्ञा:108 856
मिटा:108 857
प्रतिष्ठा:108 858
ढा:108 859
उता:108 860
स्था:108 861
सुधा:108 862
कल्पना:108 863
गिना:108 864
छिपा:108 865
दबा:108 866
विभा:108 867
सीमा:108 868
समस्या:108 869
माया:108 870
ग्रा:108 871
मुद्रा:108 872
तरा:108 873
इतरा:108 874
ठहरा:108 875
लहरा:108 876
बारा:108 877
लीला:108 878
अला:108 879
इला:108 880
बहला:108 881
काला:108 882
बाला:108 883
हिला:108 884
गंवा:108 885
पूर्वा:108 886
गवा:108 887
लगवा:108 888
शिवा:108 889
दिशा:108 890
क़ा:108 891
मणि:108 892
मुक्ति:108 893
प्रवृत्ति:108 894
सिद्धि:108 895
यूनि:108 896
क्रि:108 897
ज्ञानेन्द्रि:108 898
निर्वि:108 899
गुदगु:105 900
फुसफु:105 901
बुदबु:105 902
अश्रु:105 903
प्रशं:105 904
तुम्‍:105 905
मुस्क:105 906
पहुंच:105 907
न्यूज:105 908
ख़रीद:105 909
अनुशासन:105 910
पहचान:105 911
विज्ञान:105 912
विधान:105 913
व्यंग्य:105 914
पुण्य:105 915
रहस्य:105 916
प्रिय:105 917
मित्र:105 918
कट्टर:105 919
स्वीकार:105 920
सुधार:105 921
गोपाल:105 922
संभाल:105 923
चिपका:105 924
उच्चा:105 925
इच्छा:105 926
भ्रष्टा:105 927
खटखटा:105 928
छटपटा:105 929
निबटा:105 930
कविता:105 931
भुनभुना:105 932
अन्ना:105 933
संवेदना:105 934
शर्मा:105 935
मुसकुरा:105 936
चन्द्रा:105 937
ठुकरा:105 938
परम्परा:105 939
दुहरा:105 940
चिल्‍ला:105 941
तिलमिला:105 942
अपेक्षा:105 943
उपेक्षा:105 944
प्रसा:105 945
छुड़ा:105 946
दौड़ा:105 947
लड़खड़ा:105 948
फड़फड़ा:105 949
राजनीति:105 950
परिस्थि:105 951
उपलब्धि:105 952
गतिविधि:105 953
फी:102 954
सँ:102 955
खं:102 956
गे:102 957
शै:102 958
झो:102 959
त्:102 960
बज:102 961
ढ:102 962
उब:102 963
फर:102 964
दल:102 965
एडी:99 966
इसी:99 967
गूँ:99 968
रघु:99 969
रें:99 970
पों:99 971
भों:99 972
चिं:99 973
लिं:99 974
हिं:99 975
माइ:99 976
हाइ:99 977
बक्:99 978
गद्:99 979
दस्:99 980
रुक:99 981
टिक:99 982
बिक:99 983
मुख:99 984
बिग:99 985
तेज:99 986
समझ:99 987
गुट:99 988
बंट:99 989
हेड:99 990
साध:99 991
चुन:99 992
वाम:99 993
उदय:99 994
किर:99 995
बिर:99 996
झुल:99 997
बदल:99 998
मुस:99 999
Size=1278 1406
Striping roots:

Printing Suffix Divisions:
ँगा(35)=ँ(333)+गा(479)+  Strength:0.857143     , ँगा(35)+  Strength:1     , 
ँगी(33)=ँ(333)+गी(440)+  Strength:0.969697     , ँगी(33)+  Strength:1     , 
ँगे(30)=ँ(333)+गे(394)+  Strength:0.666667     , ँगे(30)+  Strength:1     , 
ंक(48)=ं(2539)+क(528)+  Strength:0.166667     , ंक(48)+  Strength:1     , 
ंकते(10)=ं(2539)+कते(49)+  Strength:0.3     , ंक(48)+ते(933)+  Strength:1     , ंकते(10)+  Strength:1     , 
ंकना(10)=ं(2539)+कना(30)+  Strength:0.4     , ंक(48)+ना(876)+  Strength:1     , ंकना(10)+  Strength:1     , 
ंकने(13)=ं(2539)+कने(50)+  Strength:0.230769     , ंक(48)+ने(1159)+  Strength:1     , ंकने(13)+  Strength:1     , 
ंका(18)=ं(2539)+का(183)+  Strength:0.333333     , ंक(48)+ा(2506)+  Strength:0.611111     , ंका(18)+  Strength:1     , 
ंकी(20)=ं(2539)+की(163)+  Strength:0.5     , ंक(48)+ी(3412)+  Strength:0.4     , ंकी(20)+  Strength:1     , 
ंके(14)=ं(2539)+के(209)+  Strength:0.428571     , ंक(48)+े(1897)+  Strength:0.785714     , ंके(14)+  Strength:1     , 
ंग(117)=ं(2539)+ग(133)+  Strength:0.222222     , ंग(117)+  Strength:1     , 
ंगा(70)=ं(2539)+गा(479)+  Strength:0.685714     , ंग(117)+ा(2506)+  Strength:0.128571     , ंगा(70)+  Strength:1     , 
ंगी(122)=ं(2539)+गी(440)+  Strength:0.770492     , ंग(117)+ी(3412)+  Strength:0.122951     , ंगी(122)+  Strength:1     , 
ंगीं(11)=ं(2539)+गीं(22)+  Strength:0.909091     , ंग(117)+ीं(166)+  Strength:0.0909091     , ंगी(122)+ं(2539)+  Strength:0.909091ंगीं(11)+  Strength:1     , 
ंगे(313)=ं(2539)+गे(394)+  Strength:0.738019     , ंग(117)+े(1897)+  Strength:0.0383387     , ंगे(313)+  Strength:1     , 
ंगें(26)=ं(2539)+गें(69)+  Strength:0.846154     , ंग(117)+ें(774)+  Strength:0.269231     , ंगे(313)+ं(2539)+  Strength:0.961538     , ंगें(26)+  Strength:1     , 
ंगों(16)=ं(2539)+गों(41)+  Strength:0.375     , ंग(117)+ों(3010)+  Strength:0.8125     , ंगों(16)+  Strength:1     , 
ंच(34)=ं(2539)+च(78)+  Strength:0.382353     , ंच(34)+  Strength:1     , 
ंचने(10)=ं(2539)+चने(13)+  Strength:0.5     , ंच(34)+ने(1159)+  Strength:0.9     , ंचने(10)+  Strength:1     , 
ंचा(17)=ं(2539)+चा(43)+  Strength:0.470588     , ंच(34)+ा(2506)+  Strength:0.647059     , ंचा(17)+  Strength:1     , 
ंची(15)=ं(2539)+ची(42)+  Strength:0.466667     , ंच(34)+ी(3412)+  Strength:0.666667     , ंची(15)+  Strength:1     , 
ंचे(15)=ं(2539)+चे(41)+  Strength:0.466667     , ंच(34)+े(1897)+  Strength:0.6     , ंचे(15)+  Strength:1     , 
ंज(26)=ं(2539)+ज(237)+  Strength:0.346154     , ंज(26)+  Strength:1     , 
ंजी(14)=ं(2539)+जी(288)+  Strength:0.571429     , ंज(26)+ी(3412)+  Strength:0.357143     , ंजी(14)+  Strength:1     , 
ंट(35)=ं(2539)+ट(228)+  Strength:0.457143     , ंट(35)+  Strength:1     , 
ंटा(14)=ं(2539)+टा(73)+  Strength:0.642857     , ंट(35)+ा(2506)+  Strength:0.357143     , ंटा(14)+  Strength:1     , 
ंटी(15)=ं(2539)+टी(107)+  Strength:0.333333     , ंट(35)+ी(3412)+  Strength:0.266667     , ंटी(15)+  Strength:1     , 
ंड(54)=ं(2539)+ड(151)+  Strength:0.425926     , ंड(54)+  Strength:1     , 
ंडर(12)=ं(2539)+डर(20)+  Strength:0.333333     , ंड(54)+र(932)+  Strength:0.166667     , ंडर(12)+  Strength:1     , 
ंडा(26)=ं(2539)+डा(67)+  Strength:0.461538     , ंड(54)+ा(2506)+  Strength:0.269231     , ंडा(26)+  Strength:1     , 
ंडी(23)=ं(2539)+डी(114)+  Strength:0.652174     , ंड(54)+ी(3412)+  Strength:0.391304     , ंडी(23)+  Strength:1     , 
ंडों(12)=ं(2539)+डों(23)+  Strength:0.416667     , ंड(54)+ों(3010)+  Strength:0.75     , ंडों(12)+  Strength:1     , 
ंत(45)=ं(2539)+त(426)+  Strength:0.177778     , ंत(45)+  Strength:1     , 
ंतर(15)=ं(2539)+तर(50)+  Strength:0.133333     , ंत(45)+र(932)+  Strength:0.133333     , ंतर(15)+  Strength:1     , 
ंता(12)=ं(2539)+ता(1527)+  Strength:0.416667     , ंत(45)+ा(2506)+  Strength:0.5     , ंता(12)+  Strength:1     , 
ंती(15)=ं(2539)+ती(797)+  Strength:0.133333     , ंत(45)+ी(3412)+  Strength:0.4     , ंती(15)+  Strength:1     , 
